title,abstract,journal,date,authors,doi,category,search_query,source
Pain outcomes following long-segment thoracolumbar fusion: a three-year mixed-effects analysis.,"To evaluate longitudinal trends in postoperative pain following long-segment thoracolumbar fusion for adult spinal deformity (ASD) and assess the influence of patient-specific factors on pain outcomes. Adult patients who underwent long-segment thoracolumbar fusion (≥ 4 segments) for ASD between 2016 and 2021 were included. Visual Analog Scale (VAS) scores were collected preoperatively and at postoperative 6-month increments, up to 36 months. Linear mixed models (LMM) evaluated longitudinal trends and the impact of age, gender, BMI, and levels fused on pain outcomes. Final analysis included 138 patients. Preoperatively, median VAS was 8.0 for back and 6.5 for leg. At six months, back pain improved by -3.6 (p < 0.001), and leg pain by -2.9 (p < 0.001). Improvements persisted through 36 months, with back pain reduced by -4.0 and leg pain by -3.8 (p < 0.001 for both). Leg pain improved between six and 12 months (mean difference: -2.2, p < 0.001), however, no other inter-time point analyses were significant for any VAS category. Higher BMI was associated with worse back and leg pain (p = 0.017 and p < 0.001), while older age correlated with significantly lower pain scores. Long-segment thoracolumbar fusion provides significant, sustained pain relief, with the most improvement within six to 12 months and plateauing thereafter. These findings emphasize the need for realistic expectations regarding the extent and timeline of pain relief for patients. The role of BMI and age in pain trends highlights the importance of personalized counseling.",Neurosurgical review,2025-10-18,"['Ishav YShukla', 'FaraazAzam', 'William HHicks', 'KristenHall', 'Omar SAkbik', 'Carlos ABagley']",10.1007/s10143-025-03822-5,asd,ASD,pubmed
Biomechanical effects of oblique lumbar interbody fusion on adjacent segment degeneration after surgery in patients with osteoporosis: A finite element study.,"Osteoporosis is considered one of the important factors influencing the biomechanics of the lumbar spine. Oblique lumbar interbody fusion (OLIF) is an emerging lumbar interbody fusion technique. Adjacent segment degeneration (ASD) is a common complication after lumbar interbody fusion surgery. This study primarily discusses the impact of OLIF on ASD in patients with osteoporosis.
An intact three-dimensional finite element model of the lumbar spine from L1 to S1 was established. An osteoporosis model was established based on the intact model. The OLIF with osteoporosis model was established based on the osteoporosis model, with L4-L5 as the surgical segment. The range of motion (ROM), intervertebral disc pressure, intervertebral disc Tresca stress, and endplate stress of the cranial adjacent segment (L3-L4) were compared between the OLIF with osteoporosis model and osteoporosis model.
The ROM, intervertebral disc pressure, intervertebral disc Tresca stress, and endplate stress at the L3-L4 level in the osteoporosis model were all higher than in the intact model. These biomechanical parameters at the cranial adjacent segment (L3-L4) in the OLIF with osteoporosis model were significantly higher than in the osteoporosis model. Compared to the osteoporosis model, the OLIF with osteoporosis model showed the greatest increase in biomechanical parameters at the cranial adjacent segment during flexion and lateral bending.
OLIF carries the risk of accelerating adjacent segment degeneration at the cranial level after surgery in patients with osteoporosis.",World neurosurgery,2025-10-18,"['LifeiWang', 'JianhuaRen', 'HengruiChang', 'HaoranLi', 'ZhaoxuanWang', 'GuzhenLiang', 'JunkaiKou', 'XianzhongMeng']",10.1016/j.wneu.2025.124565,asd,ASD,pubmed
Exploring the morphological and morpho-syntactic abilities of adolescents with autism.,"This study examined the morphological and morpho-syntactic abilities of Hebrew-speaking adolescents with and without ASD. The participants consisted of 59 adolescents, divided into two groups: 29 with ASD (5 girls, 24 boys, ages 14-18) and 30 typically developing (TD) peers (9 girls, 21 boys, ages 14-18). Assessments included measures of non-verbal intelligence, vocabulary, and the production of morphological and morpho-syntactic structures. Group comparisons and correlations between background variables and performance on morphological and morpho-syntactic tasks were conducted. Additionally, individual analyses were performed to identify language profiles within the ASD group. The results revealed significant differences favoring TD adolescents in tasks related to past tense verb inflection, as well as mixed-tense verb inflection. Both groups found tasks involving regular components to be easier. In both groups, vocabulary was correlated with performance on various morphological and morpho-syntactic tasks. Alongside some similarities in the hierarchy of task difficulty across the two groups, notable differences in this hierarchy were also observed. Two distinct language profiles were identified among the adolescents with ASD. The study underscores the importance of tailored language assessments and targeted interventions and recommends longitudinal studies to determine whether these challenges are the result of developmental delays or persistent deficits.",Journal of communication disorders,2025-10-18,"['InbarLotsky', 'NufarSukenik', 'JuliaReznick']",10.1016/j.jcomdis.2025.106560,asd,ASD,pubmed
A Short Distance Between Pedicle Screw Tip and Upper Endplate as a Risk Factor for Upper Instrumented Vertebra Fracture Following Adult Spinal Deformity Surgery.,"Study DesignRetrospective cohort comparative study.ObjectiveTo investigate whether specific upper instrumented vertebra (UIV) pedicle screw characteristics-particularly screw slope (UIV SS), tip-to-endplate distance (TED), and tip-to-anterior cortex distance (TAD)-are associated with the development of upper instrumented vertebra fracture (UIVF) following adult spinal deformity (ASD) surgery.MethodsThis retrospective study included 132 patients (mean age: 68.4 years) who underwent corrective surgery from 2013 to 2022, with a minimum follow-up of 2 years. The radiographic parameters and UIV screw characteristics were analyzed. Patients were categorized into UIVF and non-UIVF groups. Logistic regression and Receiver Operating Characteristic (ROC) curve analyses were used to identify the risk factors and cutoff values.ResultsUIVF occurred in 28.8% (38/132) of the patients. Post-thoracic kyphosis (Post-TK) and TED of the upper UIV screw (Post-TED",Global spine journal,2025-10-17,"['Ben-HaiWang', 'Min-MinZhang', 'Qing-DeWang', 'Yi-HsunHuang', 'Erh-TiErnest Lin', 'Xue-PengWei', 'Chun-HaoTsai', 'Yi-ChinFong', 'Yen-JenChen', 'Hsien-TeChen', 'Yuan-ShunLo']",10.1177/21925682251390764,asd,ASD,pubmed
Akebia Saponin D Targeting Ubiquitin Carboxyl-Terminal Hydrolase 4 Promotes Peroxisome Proliferator-Activated Receptor Gamma Deubiquitination and Activation of Brown Adipose Tissue Thermogenesis in Obesity.,"Promoting thermogenesis in adipose tissue to enhance energy expenditure is widely regarded as a promising strategy for obesity treatment. However, the development of effective thermogenic drugs remains challenging. Our screenings identified the natural compound Akebia Saponin D (ASD) as a potent brown fat thermogenesis activator in mice, showing effects through mitochondrial brown fat uncoupling protein 1 (UCP1)-dependent pathways. ASD was found to significantly mitigate high-fat diet-induced obesity and enhance the mitochondrial quality of brown adipocytes to promote thermogenesis. Utilizing human protein microarrays, cellular thermal shift assay, and drug affinity responsive target stability, along with microscale thermophoresis and molecular docking analysis, we identified ubiquitin carboxyl-terminal hydrolase 4 (USP4) as a direct target of ASD. ASD interacts with USP4 and promotes the deubiquitination of peroxisome proliferator-activated receptor gamma, thus inhibiting its proteasomal degradation and enhancing the transcriptional activation of UCP1 in brown adipocytes. Additionally, USP4 knockdown was shown to attenuate brown fat thermogenesis induced by ASD. In summary, our findings demonstrate that ASD promotes brown fat thermogenesis by targeting USP4, highlighting its potential as a promising natural small molecule for obesity treatment.",MedComm,2025-10-17,"['LangChen', 'Dong-HaiLiu', 'Yu-XiLi', 'SongYang', 'Wei-HuaJia', 'LiangPeng', 'Hong-LinLiu', 'Xing-BoWang', 'BingHu', 'Yu-ChenWang', 'CalvinPan', 'Aldons JakeLusis', 'Li-HongLiu', 'Li-LiGong']",10.1002/mco2.70420,asd,ASD,pubmed
Comparing Autistic and Non-Autistic Older Adults' Fall-Related Hospitalization Care and Outcomes.,,Journal of general internal medicine,2025-10-21,"['MadisonBlake', 'MelicaNikahd', 'J MadisonHyer', 'Brian WPatterson', 'Bethany JWolf', 'LaurenBishop', 'Brittany NHand']",10.1007/s11606-025-09933-5,asd,autism,pubmed
Transition From Children's to Adults' Healthcare for Youth With (Genetic) Intellectual Disabilities: An ERN-ITHACA Guideline.,"For young people with rare genetic neurodevelopmental disorders associated with intellectual disabilities, the transfer from paediatric to adult healthcare providers is often complicated. The European Reference Network ERN-ITHACA (Intellectual disability, TeleHealth, Autism and Congenital Anomalies) on Rare Congenital Malformations and Rare Intellectual Disability aims to improve this transition through the development of a guideline.
Population-specific recommendations for the optimal transition to adult healthcare were developed by an interdisciplinary consortium, representing clinical, scientific and lived experience experts from nine European countries. Recommendations of the 2016 National Institute for Health and Care Excellence (NICE) guideline 'Transition From Children's to Adults' Services for Young People Using Health or Social Care Services' (NG43) were adapted, based on a literature review, expert opinion and lived experiences gathered through a survey, focus groups and discussions with self-advocates. A consensus meeting was held in Gdańsk, Poland, in October 2024.
NICE guideline recommendations were adopted or adapted to the target population where necessary. New recommendations were formulated regarding the involvement of and assistance for young people and their families/caregivers, the coordination of interdisciplinary care, the role of centres of expertise, recommended interventions and psychosocial support.
Planned, coordinated, specialised, individualised and interdisciplinary healthcare is required to support young people with (genetic) intellectual disabilities. Active collaboration between healthcare providers, researchers and individuals with lived experience is essential both to improve current healthcare and to build a stronger evidence base for successful transition interventions going forward.",Journal of intellectual disability research : JIDR,2025-10-21,"['Mirthe JKlein Haneveld', 'KatarzynaŚwieczkowska', 'TomaszGrybek', 'KingaLabunets', 'Thérèse A M Jvan Amelsvoort', 'Maria FBedeschi', 'ClaireBehan', 'AndreasDufke', 'JulietteDupont', 'Charlotte M WGaasterland', 'LiviaGaravelli', 'Sissel BHelverschou', 'SusanMcAnallen', 'Katarzyna AMilska-Musa', 'AnneLoesvan Staa', 'IoanaStreață', 'Connie T R MStumpel', 'FedericaTamburrino', 'MaryVasseghi', 'KleaVyshka', 'Jolanta MWierzba', 'NoneNone', 'Agnies Mvan Eeghen']",10.1111/jir.70049,asd,autism,pubmed
Dental Treatment in Children under General Anesthesia: A 24-year Retrospective Study.,"General anesthesia (GA) is frequently used for pediatric dental treatment in cases of extensive decay, behavioral challenges, or medical conditions that prevent conventional care. This study presents a 24-year retrospective analysis of dental treatments performed under GA at the Children's Hospital.
A retrospective review was conducted on dental treatments performed under GA between January 1, 2001, and December 31, 2024. Data collection included patient age, sex, details on dental procedures, medical status, and postoperative follow-up. Statistical analyses included linear regression, Pearson's correlation, Mann-Kendall trend test, Student's 
Between 2001 and 2024, 4,062 patients underwent dental treatment under GA, representing 1.59% of all admissions. The proportion of treatments under GA increased significantly (
The demand for dental treatment under GA has significantly increased over the past 24 years. While GA remains a crucial option for pediatric patients with extensive dental needs or special conditions, the low postoperative follow-up rates highlight the need for improved follow-up strategies.
Shayegan A, Makanz VM, Abergel C. Dental Treatment in Children under General Anesthesia: A 24-year Retrospective Study. Int J Clin Pediatr Dent 2025;18(9):1134-1139.",International journal of clinical pediatric dentistry,2025-10-20,"['AmirShayegan', 'Victor ManyongMakanz', 'CandiceAbergel']",10.5005/jp-journals-10005-3263,asd,autism,pubmed
',"Prior literature has indicated that autistic students report unsatisfactory sexual education experiences and may also be at greater risk of both sexual assault victimization and perpetration than non-autistic peers. Current mixed methods findings combine data from two related studies to explore satisfaction with sexual education among autistic and non-autistic college students. Findings support hypotheses that autistic students are less satisfied with consent education than non-autistic peers. Qualitatively, a theme of difficulties in identifying one's ",American journal of sexuality education,2025-10-20,"['Erin EMcKenney', 'ClaudiaCucchiara', 'Sapjah BZapotitla', 'KatherineGotham']",10.1080/15546128.2024.2445171,asd,autism,pubmed
Young Adulthood Milestones and Supports Within the Context of Autism.,"The transition from childhood to adulthood is a critical developmental period in which individuals encounter profound social, institutional, and personal shifts. A diagnosis of autism can introduce unique challenges during the transition. The study described the living conditions and adult milestones of transition-age autistic young adults and compared them to their peers without autism.
The analysis used Year 22 data from the Future of Families and Child Wellbeing Study (FFCWS) dataset, a national, longitudinal cohort study of children born in U.S. cities in 1998-2000.
At age 22, autistic young adults were significantly more likely to report poor physical and mental health, life dissatisfaction, additional disabilities, and public assistance use compared to their non-autistic peers. Across a range of adulthood markers, including romantic relationships, independent living, full-time employment, and financial self-sufficiency, autistic young adults were less likely to achieve traditional adult milestones.
The transition to adulthood remains a period of heightened vulnerability for autistic youth. Addressing these disparities will require not only improved transition planning at the individual level but also structural investments that expand access to housing, healthcare, income supports, and meaningful community inclusion.",Journal of autism and developmental disorders,2025-10-18,"['MelissaRadey', 'Kristy AAnderson', 'Shannon CrowleyLaPoint', 'EmilyDolce', 'Michael OKillian']",10.1007/s10803-025-07091-5,asd,autism,pubmed
Surveying the Language Switching Behaviours of Multilingual Autistic and Non-Autistic Adults.,"Whilst research in multilingualism and autism is increasing, there is still a gap when it comes to understanding how multilingual autistic individuals use their multiple languages. The aim of this research was to survey these linguistic behaviours from a self-report perspective and compare them to non-autistic multilingual individuals.
We collected data from 364 participants of which 177 (autistic = 98; mean age = 44.5, non-autistic = 79; mean age = 42.2) were included in the final analysis. Multilingual usage and switching behaviour were measured through an online questionnaire made available on Qualtrics, developed for the purpose of this research.
The questionnaire revealed that autistic participants rated themselves as more multilingual, based on number of languages known, and used their respective languages more than non-autistic participants, although they reported switching between their languages as more effortful than non-autistic participants. A large portion of autistic individuals also reported using a non-native language daily and a similar number of autistic and non-autistic participants reported having lived in a country where their first or second language was spoken. Overall, autistic participants reported comparable or more multilingual language usage than non-autistic participants.
The results of this research demonstrate that speaking autistic adults are, as one might intuitively expect, living active multilingual lives comparable to their typical peers. Future research should further investigate the rapport autistic multilingual individuals have with their linguistic communities via their language usage and the cognitive flexibility that may be associated with living multilingual and cross-national lives.",Journal of autism and developmental disorders,2025-10-18,"['Sarah KCrockford', 'Jenny LGibson', 'NapoleonKatsos']",10.1007/s10803-025-07078-2,asd,autism,pubmed
Navigating autistic empathy: phenomenological perspectives and debates.,"This paper re-examines phenomenological accounts of autism in light of the double empathy theory. I fully endorse the compelling critique by contemporary phenomenologists such as Gallagher, Fuchs, and Zahavi of the Theory of Mind framework, as they ground autistic social difficulties in impairments of primary and secondary intersubjectivity. However, their analyses tend to underemphasize or overlook the reciprocal structure of empathy, an aspect that is crucial for a comprehensive understanding of autistic-allistic social interactions. This omission has been rightly criticized by proponents of the double empathy theory, such as Rizzo and Ekdahl, who emphasize that social breakdowns between autistic and allistic individuals are bidirectional. Drawing on Husserl's classical phenomenology of empathy, I argue that a deeper phenomenological understanding reveals empathy to be inherently reciprocal and co-constituted. Thus, Husserlian phenomenology not only aligns with the core insights of the double empathy theory but also offers a conceptual foundation for rethinking autistic experience beyond unidirectional deficit models.","Medicine, health care, and philosophy",2025-10-18,['JunguoZhang'],10.1007/s11019-025-10303-5,asd,autism,pubmed
Familial Molecular Burden in Autism Spectrum Disorder: A Next-Generation Sequencing Study of Polish Affected Families.,"Autism spectrum disorder (ASD) is a heritable neurodevelopmental condition with a complex genetic architecture. Dissecting the interplay between inherited variants and high-impact de novo variants is critical for understanding its etiology. We conducted a family-based study involving 42 families with ASD (139 individuals). Using a targeted next-generation sequencing (NGS) panel of 236 genes, we identified and characterized rare inherited and de novo variants in affected probands, parents, and unaffected siblings. Our analysis revealed a complex genetic landscape marked by diverse inheritance patterns. De novo variants were predominantly observed in individuals with atypical autism, while biparental (homozygous) inheritance was more common in Asperger syndrome. Maternally inherited variants showed significant enrichment in intronic regions, pointing to a potential regulatory role. We also detected variants in several high-confidence ASD risk genes, including ",International journal of molecular sciences,2025-10-16,"['MonikaWawszczak-Kasza', 'JarosławRachuna', 'ŁukaszMadej', 'WojciechLewitowicz', 'PiotrLewitowicz', 'AgataHorecka-Lewitowicz']",10.3390/ijms26199672,asd,asperger syndrome,pubmed
Clinical and demographic characteristics of patients with autism spectrum disorder receiving general anesthesia with or without physical restraint: a single-center retrospective study.,"Perioperative management of patients with autism spectrum disorder (ASD) often requires premedication and physical restraint. This study examined the characteristics of patients with ASD who required special interventions for general anesthesia, particularly physical restraint during induction.
This retrospective study included patients diagnosed with ASD (autism, pervasive developmental disorder, Rett syndrome, Asperger's syndrome, or childhood disintegrative disorder) based on established criteria. All patients underwent general anesthesia at a hospital for patients with disabilities between April 2019 and March 2022. Data collected included clinical and demographic characteristics, perioperative management (premedication and anesthetic methods), surgical indications, physical restraint use, and induction time. A comparative analysis was conducted to identify differences in patient characteristics and induction times between physical restraint and no-restraint groups. Induction times were compared using Kaplan-Meier survival curves and log-rank tests.
A total of 136 procedures were performed on 102 patients. Median age was 23.3 years (interquartile range: 12.8-35.2), 79% of participants were male, and approximately 40% exhibited self-injurious or aggressive behaviors. Dental procedures were the most common indication for anesthesia. Midazolam and pentobarbital were the most frequently administered premedications. Patients requiring physical restraint were generally larger and more likely to exhibit self-injurious or aggressive behaviors than those who did not. However, induction times were not prolonged in the physical restraint group compared with the no-restraint group.
The characteristics identified in this study, such as large body size, self-injurious behavior, and aggressive behavior, may inform future research aimed at refining physical restraint use for patients with ASD.",Journal of anesthesia,2025-10-04,"['HidekazuIto', 'TatsuyaTsuji', 'KazuyaSobue']",10.1007/s00540-025-03592-w,asd,asperger syndrome,pubmed
Diagnostic challenges of autism spectrum disorder in women without intellectual or language impairments: a narrative review.,"Autism Spectrum Disorder (ASD) in adult women without intellectual or language impairments is frequently under-recognized, due to subtler manifestations, greater use of compensatory social strategies, and reliance on diagnostic frameworks developed from male presentations. Diagnostic overshadowing, where autistic traits are misattributed to other psychiatric conditions, further delays accurate identification. This narrative review aims to critically evaluate recent evidence on the diagnostic challenges of ASD in adult women without intellectual or language impairments, assess the performance of widely used screening tools, and present recommendations for improving gender-sensitive diagnostic practices. A structured literature search was applied (PubMed, PsycINFO, Scopus; January 2010-July 2025; English language) targeting studies on females aged ≥18 years without intellectual or language impairment. Diagnostic accuracy, screening tools, camouflaging, misdiagnosis, and psychosocial outcomes were examined. Original research, meta-analyses, and systematic reviews were included, and a narrative synthesis approach was chosen due to study heterogeneity. Female-typical presentations often include subtle social-communication differences, context-specific restricted interests, and higher camouflage levels than males, which decrease the sensitivity of standard screening tools. Women are more likely to receive prior psychiatric diagnoses before ASD is recognized, contributing to mental health burdens and poorer functional outcomes. Current adult ASD screening tools have limited capacity to detect female phenotypes. Integrating camouflaging assessment, nuanced developmental histories, and updated, gender-inclusive screening instruments is essential to improving diagnostic equity.",Journal of medicine and life,2025-09-29,"['AlexandraDolfi', 'CătălinaTudose']",10.25122/jml-2025-0118,asd,asperger syndrome,pubmed
"VAE deep learning model with domain adaptation, transfer learning and harmonization for diagnostic classification from multi-site neuroimaging data.","In large public multi-site fMRI datasets, the sample characteristics, data acquisition methods, and MRI scanner models vary across sites and datasets. This non-neural variability obscures neural differences between groups and leads to poor machine learning based diagnostic classification of neurodevelopmental conditions. This could be potentially addressed by domain adaptation, which aims to improve classification performance in a given target domain by utilizing the knowledge learned from a different source domain by making data distributions of the two domains as similar as possible. In order to demonstrate the utility of domain adaptation for multi-site fMRI data, this research developed a variational autoencoder-maximum mean discrepancy (VAE-MMD) deep learning model for three-way diagnostic classification: (i) Autism, (ii) Asperger's syndrome, and (iii) typically developing controls. This study chooses ABIDE-II (Autism Brain Imaging Data Exchange) dataset as the target domain and ABIDE-I as the source domain. The results show that domain adaptation from ABIDE-I to ABIDE-II provides superior test accuracy of ABIDE-II compared to just using ABIDE-II for classification. Further, augmenting the source domain with additional healthy control subjects from Healthy Brain Network (HBN) and Amsterdam Open MRI Collection (AOMIC) datasets enables transfer learning and improves ABIDE-II classification performance. Finally, a comparison with statistical data harmonization techniques, such as ComBat, reveals that domain adaptation using VAE-MMD achieves comparable performance, and incorporating transfer learning (TL) with additional healthy control data substantially improves classification accuracy beyond that achieved by statistical methods (such as ComBat) alone. The dataset and the model used in this study are publicly available. The neuroimaging community can explore the possibility of further improving the model by utilizing the ever-increasing amount of healthy control fMRI data in the public domain.",Frontiers in neuroinformatics,2025-09-29,"['GopikrishnaDeshpande', 'BonianLu', 'NguyenHuynh', 'DRangaprakash']",10.3389/fninf.2025.1553035,asd,asperger syndrome,pubmed
Dealing with Autism Spectrum Disorders: Journey from Traditional Methods to Artificial Intelligence.,"World Health Organisation (WHO) in 2024 identified that approximately one in 100 children globally has autism spectrum disorder (ASD). ASD is a collection of neurodevelopmental disorders that impact a person's ability to socially interact and communicate, which can typically be noticed in early childhood. While 'autism' as a term was initially used for schizophrenic patients, later psychiatrists Dr. Kanner and paediatrician Dr. Asperger introduced it as a syndrome in children with behavioural differences in social interaction and communication with restrictive and repetitive interests. In today's time, the umbrella term 'ASDs' is used to describe a clinically heterogeneous group of neurodevelopmental disorders (NDDs).
To examine the role of traditional approaches and the potential effectiveness of artificial intelligence (AI) methods in dealing with ASDs for improving the accuracy in its diagnosis and treatment.
The study adopts a narrative review approach to understand the application of AI in ASD. For this purpose, around a hundred research articles were selected from the years 2010-2024. Inclusion and exclusion criteria were identified. The review is organised and grounded on the medical treatment, occupational remedy, vocational remedy, psychology, family remedy and recuperation engineering.
The results show the undisputed role of AI and its ability to identify early indicators of autism, in accordance with the UN Sustainable Development Goal 3 (Good Health and Well-being) and Goal 16 (Peace, Justice and Strong Institutions). Further, healthcare sectors which are using a variety of AI analyses on data sources, genetics, neuroimaging, behavioural patterns and electronic medical records are able to early detect for individualised evaluation of ASD. The significance of timely interventions with the help of machine learning (ML) algorithms demonstrates high accuracy in differentiating ASD from neurotypical development and other developmental disorders.AI-driven therapeutic interventions expand social interactions and communication skills in people with ASD in the form of virtual reality-based training, augmentative communication systems and robot-assisted therapies. Thus, the future of AI in ASD holds promise for improving diagnostic accuracy, implementing telehealth platforms and customising treatment plans, despite obstacles such as data privacy and interpretability.",Annals of neurosciences,2025-09-11,['AnjaliSahai'],10.1177/09727531251369286,asd,asperger syndrome,pubmed
[Not Available].,"Abnormal blood test results are common in both primary and specialist health care. The cause is often multifactorial, and investigations are often conducted across various specialties. We present a patient with incidental disturbances in the blood count with a serious causal relationship.
A young man with Asperger's syndrome and epilepsy sought emergency care due to physical and mental distress following several epileptic seizures after drinking alcohol a few days prior. His physical examination was unremarkable, but blood tests showed severe neutropenia, mild anaemia and thrombocytopenia. The patient was admitted to a psychiatric ward with delusions.
Patients with Asperger's syndrome and epilepsy are at higher risk of psychosis. On admission, the patient's delusions improved with increased olanzapine dosage, after which the medication was discontinued due to severe neutropenia. Discontinuation of olanzapine and supplementary vitamin injections did not improve the blood count. Further investigations raised suspicion of a primary bone marrow disorder. After further investigation, including a bone marrow examination, acute lymphoblastic leukaemia (ALL) was diagnosed. The case highlights the importance of thoroughly investigating serious haematologic abnormalities. It also raises questions about the potential role of long-term antiepileptic medication exposure in the development of leukaemia, which warrants further research.","Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",2025-09-09,"['Håkon Skjalg SellandJohnstuen', 'Ånon MeierDalane', 'PetterQuist-Paulsen']",10.4045/tidsskr.25.0153,asd,asperger syndrome,pubmed
Autism spectrum disorders and childhood caries: a comprehensive Mendelian randomization study.,"This study aimed to investigate the causal relationships between autism spectrum disorder (ASD) or pervasive developmental disorder (PDD) (excluding ASD and Asperger's syndrome [AS]) and childhood caries (primary teeth and permanent teeth).
We conducted two-sample Mendelian randomization (MR) analysis by utilizing summary-level data of ASD and PDD (excluding ASD and AS) as exposures, and childhood caries (primary teeth and permanent teeth) as outcomes.
The results showed that PDD (excluding ASD and AS) to be causally associated with caries in permanent teeth according to the inverse-variance weighted (IVW) (odds ratio [OR]: 1.151, 95%CI: 1.043-1.270, P = 0.005) and weighted median (OR: 1.159, 95%CI: 1.029-1.306, P = 0.015). However, according to the IVW (OR: 0.923, 95%CI: 0.873-1.003, P = 0.051), ASD might be causally associated with caries in permanent teeth. The results also showed no causal association between ASD or PDD (excluding ASD and AS) and caries in primary teeth.
Our study showed PDD (excluding ASD and AS) to have pathogenic effects on childhood caries of permanent teeth among a population of European ancestry. However, ASD was shown to have protective effects on childhood caries of permanent teeth.",BMC pediatrics,2025-07-02,"['QiufangJin', 'ZexiuHe', 'DongfangXu', 'RuihuaLin', 'TongtongZhang', 'BingjianLv', 'YuliangZhao']",10.1186/s12887-025-05839-7,asd,asperger syndrome,pubmed
Psychometric characteristics of the Mini-TEA scale: a screening instrument for autism spectrum disorder in children.,"Early diagnosis of autism spectrum disorder (ASD) is advisable to promote better prognosis. The Mini-TEA scale was conceived as a sensitive screening for ASD among children. The authors aimed to confirm the diagnostic accuracy of the scale in a wider population.
279 children from 2.5 to 12 yo were recruited, most of them under evaluation for possible ASD in the APAE of Passo Fundo/RS, as well as children with other diagnoses and normal children. Their parents/relatives answered the 48 binary questions (yes/no) of the Mini-TEA scale, divided into 15 items, which resulted in a score from 0 to 15. After that, the children were evaluated regarding the diagnostic criteria of ASD by experienced raters (gold standard) who had previously submitted to a concordance test and remained unaware of the children's scores. Sensitivity and specificity Figs. were obtained. Factor analysis and Item Response Theory approaches were used for validity evidence.
115 children were diagnosed with ASD. Scores ≥9 had 98.3 % of sensitivity and 62.2 % of specificity for the diagnosis. Two cases with the typical presentation of Asperger's syndrome scored lower than 9. The mean time for screening was about 8.5 min. The validation model presented excellent coefficients of factorability. The analysis showed that the total variance of the scores of the scale through the 15 items was explained only by the set of ASD symptoms (unidimensionality).
The Mini-TEA scale is a very sensitive tool to screen for ASD and has high internal consistency for assessing typical autistic symptoms.",Jornal de pediatria,2025-06-18,"['Cassiano MateusForcelini', 'ReginaAmpese', 'Helena Younesde Melo', 'Camila Pereira NeubauerPasin', 'José Renato DonadussiPádua', 'Itamara Danellide Moura', 'Camila BoschettiSpanholo', 'Francine EhrhardtHoffmann', 'Júlia BreitenbachDiniz', 'Laís Cristine ZanellaCapponi', 'LuizaSouza', 'MaxcielZortea']",10.1016/j.jped.2025.05.006,asd,asperger syndrome,pubmed
Disorder Type and Severity as Predictors of Mental Health in Siblings of Children with Chronic Disorders.,"Siblings of children with chronic disorders are at risk of developing mental health problems. Studies are inconclusive about whether sibling mental health is best predicted by the specific diagnoses of the child with disorder or by transdiagnostic factors. The aims of the present study were (1) to examine if specific diagnoses predicted sibling mental health, and (2) to examine if disorder severity in the child with the chronic disorder predicted sibling mental health. Baseline data from a randomized controlled trial were used. Siblings (aged 8 - 16 years) of children with chronic disorders and their parents were recruited from eight municipality and hospital clinics (N = 288). The children with chronic disorders were placed in ICD-10 diagnostic categories based on combined parent report and clinical records. Regression analyses with the most frequent primary diagnoses (ADHD, Asperger syndrome, autism, down syndrome, rare disorders) and a measure of disorder severity as predictors of sibling mental health were run. Father-reported disorder severity predicted sibling-reported internalizing problems and father-reported internalizing and externalizing problems in siblings. Mother-reported disorder severity predicted mother-reported sibling internalizing problems. No single primary diagnosis predicted sibling internalizing or externalizing problems. Disorder severity does to an extent predict sibling mental health, whereas single diagnostic categories do not. Disorder severity may be used to identify siblings at risk and/or in need of interventions. Fathers should be included in assessment and health care for siblings as their reports seem to predict sibling mental health better than the mothers.",Journal of autism and developmental disorders,2025-02-25,"['TrudeFredriksen', 'StianOrm', 'Caitlin MPrentice', 'SolveigKirchhofer', 'EricaZahl', 'MatteoBotta', 'Torun MVatne', 'Krister WFjermestad']",10.1007/s10803-025-06771-6,asd,asperger syndrome,pubmed
Focal dermal hypoplasia: a probable underrecognized low bone mass disorder secondary to aberrant Wnt signaling.,"A 29-year-old Spanish Caucasian man, without relevant family history, was attended in our unit due to an undiagnosed skeletal dysplasia associated with low bone mass and several fragility fractures throughout his childhood and adolescence. DXA exams throughout his life showed very low BMD values; currently, his spinal and femoral neck T-scores were - 4.3 and - 3.5, respectively. Blood and urinary tests were normal. Other relevant features included right hand and foot syndactyly, aplasia cutis, right hemibody hypoplasia, vertebral malformations, abnormal-looking humerii, and Asperger's syndrome among others. Whole exome sequencing retrieved a highly probable pathogenic variant in the PORCN gene p.(Arg296Pro) in mosaicism. PORCN mutations cause focal dermal hypoplasia (FDH), an X-linked ultra-rare ecto-mesodermal disorder characterized by several of the findings the patient presented. However, low BMD has not been classically associated with the disease. Noteworthy, PORCN is key for canonical Wnt signaling. Literature scrutiny has yielded other cases of FDH with skeletal fragility during childhood. In addition, preclinical studies with PORCN inhibitors, currently under development as an antitumoral therapy, have shown rapid detrimental effects on bone mass. Collectively, these findings indicate that FDH is probably an underrecognized monogenic cause of low bone mass due to defective Wnt signaling.",Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,2025-01-23,"['DianaOvejero', 'NataliaGarcia-Giralt', 'Juan DavidPatiño-Salazar', 'RaquelRabionet', 'XavierNogués']",10.1007/s00198-024-07382-0,asd,asperger syndrome,pubmed
